351	4850	4857
352	4850	4865
353	4836	4841
354	4972	4978
356	4956	4964
357	4925	4939
358	4914	4921
359	4909	4913
197	5058	5066
196	5080	5090
360	5031	5036
361	5024	5030
362	5020	5023
363	5004	5011
364	5047	5054
198	5125	5130
365	5147	5155
366	5138	5146
367	5109	5121
368	5109	5130
213	5217	5221
369	5207	5213
370	5207	5221
371	5195	5203
372	5182	5189
373	5161	5172
375	5332	5351
376	5315	5323
377	5284	5288
378	5292	5309
381	5251	5262
230	5411	5418
382	5396	5407
385	5382	5388
386	5368	5377
236	5535	5556
232	5490	5497
234	5578	5582
231	5452	5457
387	5458	5464
388	5437	5457
389	5471	5489
391	5437	5448
392	5645	5651
393	5630	5641
394	5603	5611
395	5588	5602
405	5693	5703
406	5682	5684
407	5656	5680
408	5709	5733
241	5756	5763
410	5746	5763
411	5793	5806
412	5784	5792
413	5778	5783
248	5830	5843
247	5847	5849
245	5830	5849
414	5873	5880
415	5863	5872
416	5854	5862
249	5964	5971
417	5934	5940
418	5905	5909
419	5900	5904
420	5999	6004
421	5993	5998
422	5976	5989
423	5953	5971
250	6053	6058
424	6096	6113
425	6117	6121
426	6076	6081
427	6053	6071
428	6043	6049
429	6034	6042
